translation_id,topic,eng,fra,deu,rus,cmn,jpn,pes,vie,arb,kor,heb,guj,azj,tgk,snd,pbt
307,NEWS,The Northern Marianas emergency management office said that there were no damages reported in the nation.,Le Bureau de gestion des urgences des îles Mariannes du Nord a déclaré qu'aucun dégât n'avait été signalé dans ce pays.,"Das Amt für Katastrophenschutz der nördlichen Marianen sagte, dass im Land keine Schäden gemeldet wurden.","Управление по чрезвычайным ситуациям Северных Марианских островов заявило, что в стране не было сообщений о причинённом ущербе.",北马里亚纳应急管理办公室表示，据报告国内没有造成灾害损失。,北マリアナ諸島の危機管理室（EMO）によると、全国的に被害は報告されていないとのことです。,اداره مدیریت اورژانسی جزایر ماریانای شمالی گفت که هیچ خسارتی در این کشور گزارش نشده است.,Phòng quản lý tình trạng khẩn cấp miền Bắc Marianas cho biết không có báo cáo nào về tổn thất ở quốc gia này.,صرح مكتب إدارة الطوارئ في شمال ماريانا أنه لم يتم الإبلاغ عن أية أضرار في البلاد.,북 마리아나 재난관리청은 국가적으로 어떤 피해도 보고되지 않았다고 밝혔다.,מלשכת ניהול מצבי חירום באיי מריאנה הצפוניים נמסר שלא דווח על נזקים במדינה.,ઉત્તરીય મારીયાનાસની  કટોકટી વ્યવસ્થાપન કચેરીએ જણાવ્યું હતું કે રાષ્ટ્રમાં કોઇપણ નુકશાનીની જાણકારી મળી નહોતી.,"Şimali Mariana Fövqəladə Hallaq İdarəsinin verdiyi məlumata görə, ölkədə zərər haqında xəbər verilməyib.","Хадамоти ҳолатҳои фавқуллода дар Марианаҳои Шимолӣ изҳор намуд, ки дар кишвар оиди осеббинӣ хабар дода нашудааст.",ناردرن مارياناس ايمرجسني مئنيجمينٽ آفيس چيو تہ ملڪ ۾ ڪنهن بہ قسم جي نقصان جي اطلاع نہ ملي هئي.,د شمالي ماریانا اضطراري حالاتو د تنظیم دفتر ویلي چې په ملت کې د هیڅ زیانونو راپور ندی ورکړل شوی.
166,NEWS,"Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.","Les candidats peuvent envoyer des représentants pour assister à chaque étape du processus. Le soir, les votes sont comptés par des bénévoles sous haute surveillance, selon des procédures spécifiques.","Die Kandidaten können Vertreter senden, die jedem Teil des Vorgangs als Zeugen beiwohnen. Am Abend werden die Stimmen von Freiwilligen unter strenger Aufsicht und nach speziellen Verfahren ausgezählt.","Кандидаты могут отправить своих представителей, чтобы те следили за всем процессом. Вечером голоса подсчитываются волонтерами под строгим контролем в согласно специальной процедуре.",候选人可以派代表现场察看选举过程的每一个环节。晚上，志愿者在严密监督之下按照特定程序计票。,候補者は、その手続きのどの部分にも代表者を立ち会わせることができます。夕方には、特定の手順に従い、厳重な監視の下でボランティアによって開票されます。,کاندیداها می‌توانند نمایندگانی را برای مشاهده هر قسمتی از پروسه ارسال کنند. شب‌هنگام، آراء با دنبال کردن رویه‌های بخصوص، توسط افراد داوطلب و تحت نظارت شدید شمرده می‌شوند.,"Các ứng viên có thể gửi người đại diện để chứng kiến toàn bộ quá trình. Vào buổi tối, các phiếu bầu sẽ được kiểm đếm bởi tình nguyện viên dưới sự giám sát chặt chẽ, theo quy trình đặc biệt.",يمكن للمرشحين أن يرسلوا ممثلين ليشهدوا على كل جزء من العملية. وفي المساء، يتم عد الأصوات من قبل المتطوعين تحت إشراف مكثف باتباع إجراءات محددة.,후보자는 대표자를 보내서 선거의 전 과정을 참관할 수 있습니다. 저녁에는 특정 절차에 따라 철저한 감독하에 자원봉사자가 개표합니다.,"המועמדים יכולים לשלוח נציגים שישמשו עדים בכל שלב בתהליך. בשעות הערב נספרים הקולות על ידי מתנדבים תחת פיקוח כבד, על פי נהלים ספציפיים.","ઉમેદવાર પ્રક્રિયાના દરેક ભાગે સાક્ષી રહેવા પ્રતિનિધિઓને મોકલી શકે છે. સાંજે, સ્વયંસેવકો ભારે નિરક્ષણ હેઠળ, ચોક્કસ પ્રક્રિયાઓ અનુસરીને મતની ગણતરી કરે છે.","Prosedurun hər mərhələsini müşahidə etmək üçün namizədlər öz təmsilçilərini təyin edə bilər. Toplanmış bütün səslər, axşam müəyyən prosedurlara əməl etməklə və müşahidə altında könüllü işçilər tərəfindən sayılır.",Номзадҳо метавонанд барои шоҳидии ҳар як қисми раванд намояндаҳоро фиристанд. Бегоҳӣ овозҳоро ихтиёриён таҳти назорати шадид ва бо риояи тартиботи мушаххас ҳисоб мекунанд.,اميدوار عمل جي هر حصي جو ثبوت وٺڻ لاءِ نمائيندا موڪلي سگهن ٿا. شام جو، هڪ مخصوص طريقي ڪار تحت، ڳري نگراني هيٺ رضاڪارن پاران ووٽ ڳڻيا وڃن ٿا.,کاندیدان کولای شي نمایندګان د پروسې د هرې برخې څخه د لیدنې لپاره ولیږدوي. په ماښآم کې رایې د کارکوونکو لخوا تر سخت نظارت او ځانګړو کړنلارو په تعقیبولو سره شمیرل کیږي.
79,NEWS,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","Le porte-parole de Bush, Gordon Johndroe, a qualifié la promesse de la Corée du Nord « d'étape majeure vers l'objectif de la dénucléarisation vérifiable de la péninsule coréenne ».","""Bush-Sprecher Gordon Johndroe nannte das Versprechen Nordkoreas „einen wichtigen Schritt in Richtung des Ziels, die verifizierbare Entnuklearisierung der koreanischen Halbinsel zu erreichen.""""""","Представитель Буша Гордон Джондро назвал обещание Северной Кореи ""большим шагом на пути к цели по достижению поддающегося проверке ядерного разоружения Корейского полуострова"".","""布什政府发言人戈登·约翰德罗 (Gordon Johndroe) 称朝鲜的承诺是""朝着实现朝鲜半岛可核查的无核化目标迈出的重要一步""。""",ブッシュ大統領の報道官であるゴードン・ジョンドロー氏は、北朝鮮の公約を「朝鮮半島の検証可能な非核化を達成するという目標に向けた大きな一歩」と表現しました。,سخنگوی «بوش» «گردون جاندرو» تعهد کره شمالی را «یک قدم عمده در جهت هدف دستیابی به خلع سلاح هسته‌ای قابل تأیید برای شبه جزیره کره» قلمداد کرد.,"Phát ngôn nhân của Tổng Thống Bush, Gordon Johndroe gọi cam kết của Bắc Hàn là “một bước quan trọng hướng đến mục tiêu phi hạt nhân hóa có thể kiểm chứng trên bán đảo Triều Tiên.”","جوردون جوندرو المتحدث الرسمي لبوش دعا تعهد كوريا الشمالية بأنه ""خطوة مهمة باتجاه هدف تحقيق نزع السلاح النووي من شبه الجزيرة الكورية.""","""부시의 대변인 고든 존드로는 북한의 약속에 대해 """"한반도의 비핵화를 달성하기 위한 주요 단계""""라고 평했습니다.""","""דוברו של בוש, גורדון ג'ונדרו, כינה את התחייבותה של צפון קוריאה צעד חשוב בדרך למטרה של השגת פירוק מנשק גרעיני, ניתן לאימות,  של חצי האי הקוריאני.""","""બુશ સ્પોકમેન ગોર્ડન જોનડ્રો એ ઉત્તર કોરિયા ની પ્રતિજ્ઞા ને """"કોરિયન દ્વિપકલ્પ નો પરમાણુ મુક્ત ચકાસી શકાય તેવો હેતુ પ્રાપ્ત કરવા તરફ એક મોટુ પગલું કહ્યું.  ""","Şimali Koreyanın vədini Buşun sözçüsü Qordon Condro ""Koreya yarımadasında öz təsdiqini tapacaq nüvəsizləşdirmə məsələsinə nail olmaq yolunda atılan böyük addım kimi dəyərləndirdi"".","Сухангӯи Буш Гордон Ҷондро ваъдаи расмии Кореяи Шимолиро ""қадами бузург дар самти расидани мақсадҳои озод гардидани нимҷазираи Корея аз яроқи ядроӣ"" шуморид.","بش جي ترجمان گورڊن جانڊرو اتر ڪوريا جي عهد نامي کي ""ڪوريائي پيننسيولا جا قابل تصديق ڊي نيوڪليئرائيزشن حاصل ڪرڻ جي مقصد ڏانهن هڪ اهم قدم قرار ڏنو.""","د بوش ویاند Gordon Johdroe د شمالي کوریا تعهد ته وویل ""دا د کوریايي جزیرو د غیراتومي کولو هدف پر وړاندې یو مهم قدم وو."""
193,NEWS,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.","Perry a déclaré qu'il « retournerait au Texas pour évaluer les résultats du caucus de ce soir, et déterminer s'il y a une voie à suivre pour moi dans cette course », mais il a affirmé plus tard qu'il resterait dans la course et participerait aux primaires du 21 janvier en Caroline du Sud.","""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","Перри заявил, что вернётся в Техас, ""чтобы оценить результаты сегодняшнего партийного собрания и определить, стоит ли мне продолжать гонку"", но позже сказал, что он её продолжит и будет участвовать в предварительных выборах в Южной Каролине 21 января.",佩里表示，他会“返回得克萨斯，评估今晚党团会议的结果，明确自己在这次较量中是否有胜算的余地”。但后来他又表示会继续参加竞选，并参加于 1 月 21 日在南卡罗莱纳州举行的初选。,ペリー氏は「テキサスに戻って、今夜のコーカスの結果を見極めし、この選挙戦で自分が進むべき道があるかどうかを判断する」と述べましたが、後に選挙戦に残り、1月21日のサウスカロライナ州の予備選に出馬すると述べました。,پری بیان کرد که «برای ارزیابی نتایج رایزنی امشب به تگزاس می‌روم و ببینم راهی رو به جلو برایم در این مسابقه وجود دارد یا خیر»، ولی بعدها گفت که او در این مسابقه می‌ماند و در انتخابات مقدماتی کارولینای جنوبی در 21 ژانویه رقابت خواهد کرد.,"Perry tuyên bố ông sẽ “quay lại Texas để đánh giá kết quả của cuộc họp kín tối nay, hầu xác định liệu có con đường nào ở phía trước dành cho tôi trong cuộc đua này hay không”, nhưng sau đó lại nói ông sẽ tiếp tục cuộc đua và tranh cử trong kỳ bầu cử sơ bộ ngày 21 tháng Giêng của bang South Carolina.","صرح بيري أنه قد ""أعود إلى تكساس لتقييم نتائج المؤتمر الحزبي للليلة، وتحديد ما إذا كان هناك مجال للتقدم لي في هذا السباق""، لكن قال لاحقاً أنه سيظل في السباق وينافس في 21 من كانون الثاني في انتخابات كارولاينا الجنوبية.","""페리는 """"오늘 밤 간부 회의의 결과를 평가하기 위해 텍사스로 돌아가 이번 선거전에 나 자신에게 득이 되는 길이 있는지를 결정할 것""""이라고 말했지만, 나중에 그는 선거전에 남아 1월 21일 사우스캐롤라이나 예비선거에서 경쟁할 것이라고 말했습니다.""","""פרי הצהיר שהוא ישוב לטקסס כדי להעריך את תוצאות ועידת המפלגה שהתקיימה הלילה, כדי לקבוע אם יש מסלול קדימה עבורי במירוץ הזה, אך מאוחר יותר אמר שהוא יישאר במירוץ ויתמודד בבחירות בדרום קרוליינה ב-21 בינואר.""","""પેરીએ નિવેદન આપ્યું કે તે """"આજની સ્થાનિક સમિતિના પરિણામોનું મૂલ્યાંકન કરવા, આ સ્પર્ધામાં મારા માટે આગળ કોઈ માર્ગ છે કે નહીં તે નક્કી કરવા ટેક્સાસ આવશે"""", પણ પછીથી કહ્યું કે તે સ્પર્ધામાં રહેશે અને 21 જાન્યુઆરીના રોજ દક્ષિણ કૅરોલિના પ્રાથમિકમાં સ્પર્ધા કરશે.""","Perri, ""bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün Texasa qayıdacam"",- dedi, lakin daha sonra o, rəqabətə davam edəcəyini və 21 yanvarda Cənubi Karolina ön seçmələrində yarışacağını bildirdi.","Перри гуфт, ки «баҳри арзёбии натиҷаҳои мулоқоти имрӯза ба Техас бармегардад, то ин ки муайян намояд, ки оё дар мусобиқаи мазкур барои ӯ ягон роҳе ҳаст ё не», аммо баъдтар изҳор кард, ки ӯ дар мусобиқа боқӣ мемонад ва дар мусобиқаи муқаддамотии Каролинаи Ҷанубӣ дар 21 январ ширкат меварзад.","پيري ٻڌايو تہ ""اڄ رات ڪائوڪس جي رزلٽ جو جائزو وٺڻ لاءِ ٽيڪساس واپس موٽيندو، اهو طئي ڪندو تہ آيا ان ڊوڙ ۾ منهنجي لاءِ ڪو اڳيان رستو آهي يا نہ""، پر پوءِ ان چيو تہ هي هن ڊوڙ ۾ رهندو ۽ 21 جنوري تي سائوٿ ڪيرولينا پرائمري ۾ مقابلو ڪندو.","پیری ووئيل چې هغه به ""د نن شپې د مجلس پایلې ارزولو لپاره ټیکساس ته په واپسي راستون شي، معلومه کړئ چې آیا پدې سیالۍ کې زما لپاره مخکې لاره شتون لري "".مګر وروسته وویل چې هغه به پدې سیالۍ کې پاتې شي او د جنوري ۲۱ په جنوبي کارولینا لومړني کې سیالي وکړي."
285,NEWS,He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,Il a ensuite été transféré au centre hospitalier Addenbrooke's Hospital de Cambridge.,Er wurde infolgedessen in das Addenbrooke’s Hospital in Cambridge verlegt.,В последствие он был перемещён в госпиталь Адденбрук в Кембридже.,他随后被转送到剑桥的阿登布鲁克医院。,後に彼はケンブリッジのアデンブルック病院に転院しました。,او سپس به بیمارستان ادن بروک کمبریج منتقل شد.,Ông ta sau đó được chuyển đến Bệnh viện Addenbrooke ở Cambridge.,ثم نُقل بعد ذلك إلى مستشفى أدنبروك في كامبريدج.,그는 이어서 케임브리지의 애든브룩스 병원(Addenbrooke's Hospital )에 재배치되었다.,"לאחר מכן, הוא הועבר לבית החולים אדנברוק בקיימברידג'.",તેને અંતમાં કેમ્બ્રિજમાં આવેલ એડનબ્રૂકની  હોસ્પિટલમાં  સ્થળાંતરિત કરવામાં આવ્યો હતો.,Onun sonradan köçürüldüyü Addenbruk xəstəxanası Kembricdə idi.,Баъдан ӯро ба беморхонаи Адденбруки Кембриҷ кӯчониданд.,هن کي بعد ۾ ڪيمبرج جي ايڊن بروڪ جي اسپتال ڏانهن منتقل ڪيو ويو هو.,هغه وروسته په کيمبريج کې د ايډنبروکس روغتون کي ځای په ځای شو.
306,NEWS,The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).,Le tremblement de terre a frappé les Mariannes à 7 h 19 heure locale (21 h 19 GMT vendredi).,Das Erdbeben erschütterte Mariana um 07:19 Uhr Ortszeit (21:19 GMT am Freitag).,В 07:19 утра по местному времени (21:19 по Гринвичу в пятницу) произошло землетрясение в Мариане.,马里亚纳群岛于当地时间早上 7 点 19 分（格林尼治时间周五晚上 9 点 19 分）发生地震。,この地震は、現地時間午前7時19分（金曜日午後9時19分GMT）にマリアナを襲いました。,این زمین‌لرزه در ساعت 07:19 دقیقه صبح به وقت محلی (جمعه 09:19 بعدازظهر به وقت گرینویچ) ماریانا را لرزاند.,"Trận động đất xảy ra ở Mariana vào lúc 07:19 giờ sáng theo giờ địa phương (09:19 giờ GMT, ngày thứ Sáu).",وضربَ الزلزال ماريانا في الساعة ٠٧:١٩ صباحاً بالتوقيت المحلي (الجمعة ٠٩:١٩ مساءً بتوقيت جرينتش).,지진은 현지 시간으로 오전 7시 19분 (금요일 GMT 오후 9시 19분)에 마리아나 제도를 강타했다.,רעידת האדמה פגעה במריאנה ב-07:19 זמן מקומי (21:19  לפי שעון גריניץ' יום שישי).,સ્થાનિક સમય પ્રમાણે સવારે 07: 19 વાગ્યે મેરિઆનામાં ભૂકંપ આવ્યો હતો (શુક્રવારે 09: 19: 00 જીએમટી).,Zəlzələ yerli saatla səhər 07:19-da (GMT saat qurşağına görə cümə günü saat 21:19) Mariana adasını sarsıtdı.,"Заминларза Марианаро соати 07:19 саҳари вақти маҳаллӣ (соати 21:19 GMT, рӯзи Ҷумъа) такон дод.",زلزلو صبح جو 07:19 مقامي وقت (09:19 p.m. GMT جمعي تي) ماريانا ۾ آيو.,زلزلې په ځايي وخت د سهار په ۰۷:۱۹ د مارینا په سیمه کې وشوه (جمعې ۰۹:۱۹ پس د ماسپښين ګرينوچ مين ټائم).
35,NEWS,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,La police a déclaré soupçonner un militant présumé de Daesh (ÉI) comme le suspect à l'origine de cette attaque.,"Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).",警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。,警察は、攻撃に関与した過激派ダーシュ（ISIL）を疑っていると述べました。,پلیس گفت این گمان وجود دارد که ستیزه‌جویان داعش (ISIL) مسئول این حمله باشند.,Cảnh sát nói họ tình nghi một dân quân Daesh (ISIL) chịu trách nhiệm về vụ tấn công.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,경찰은 공격에 대한 책임이 있다고 주장되는 다에시(ISIL) 무장세력에게 혐의를 두고 있다고 밝혔습니다.,"במשטרה אמרו, כי הם חושדים כי שלוחם דעאש לכאורה אחראי למתקפה.",પોલીસે જણાવ્યું હતું કે તેમને આ હુમલા માટે દાઈશ (આઈએસઆઈએલ) ના કથિત આતંકવાદીના જવાબદાર હોવાની શંકા છે.,Polis baş verən hücuma görə Daeş (İŞİD) döyüşçüsündən şübhələndiklərini bildirib.,"Полис иброз дошт, ки онҳо дар ҳамлаи мазкур аз даст доштани ҷангҷӯи эҳтимолии Доиш (ДИИШ) гумонбар ҳастанд.",پوليس چيو تہ اهي حملي جي ذميواري داعش (ISIL) جي مبينا شدت پسندن تي هڻن ٿا.,پولیسو وویل چې دوی شک لري چې تش په نامه داعش (ISIL) وسله وال د بريد پړه پر غاړه اخیستې ده.
146,NEWS,"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.","Le parti au pouvoir, l'Organisation du peuple du Sud-Ouest africain (SWAPO), a lui aussi réussi à conserver la majorité aux élections législatives.","Die regierende Partei, die South West Africa People's Organisation (SWAPO), behielt bei den Parlamentswahlen desgleichen eine Stimmenmehrheit.",Правящая партия Организация народов Юго‑Западной Африки (СВАПО) также сохранила большинство на парламентских выборах.,执政党西南非洲人民组织 (SWAPO) 也在议会选举中保持了多数席位。,また、南西アフリカ人民機構（SWAPO）も与党として議会選挙で過半数の議席を維持しました。,حزب حاکم، سازمان مردم آفریقای جنوب غربی (SWAPO)، همچنین اکثریت آرای مجلس را حفظ کرده است.,"Đảng cầm quyền, Tổ chức Nhân dân Tây Nam Phi (SWAPO), cũng giữ được thế đa số trong các cuộc bầu cử nghị viện.",كما احتفظ الحزب الحاكم، وهو المنظمة الشعبية لجنوب غرب أفريقيا (سوابو)، بالأغلبية في الانتخابات البرلمانية.,집권당인 서아프리카 인민 기구(SWAPO)도 의회 선거에서 과반수를 유지했습니다.,"מפלגת השלטון, ארגון האנשים של דרום מערב אפריקה (SWAPO), שמרה על רוב גם בבחירות לפרלמנט.",સત્તાધારી પક્ષ સાઉથ વેસ્ટ આફ્રિકા પીપલ્સ ઑર્ગેનાઇઝેશન (SWAPO) દ્વારા સંસદીય ચૂંટણીઓમાં પણ બહુમત જાળવી રખાયો.,"İqtidarda olan partiya Cənubi-Qərbi Afrika Xalq Təşkilatı (SWAPO) da, parlament seçkilərində səslərin çoxunu qazandı.","Созмони мардумии Ҷанубу Ғарбӣ (СВАПО), ки ҳизби ҳукмрон мебошад, низ аксарияти овозҳоро дар интихоботи парлумонӣ нигоҳ дошт.",پارلامياني چونڊن ۾ حڪمران جماعت سائوٿ ويسٽ آفريڪا جي پيپل آرگنائيزيشن (SWAPO) بہ اڪثرين برقرار رکي.,حاکم ګوند، د جنوب غرب افریقایي خلکو سازمان (SWAPO) هم په پارلماني ټاکنو کې اکثریت ترلاسه کړ.
222,NEWS,"Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.","Le mois dernier, l'Iran a connu sa pire catastrophe aérienne depuis des années lorsqu'un avion de ligne se dirigeant vers l'Arménie s'est écrasé, tuant les 168 personnes à bord.","Letzten Monat erfuhr Iran sein schlimmstes Flugzeugunglück seit Jahren, als ein Passagierflugzeug auf dem Weg nach Armenien abstürzte und dabei alle 168 Passagiere ums Leben kamen.","В прошлом году в Иране произошла худшая за годы авиакатастрофа, когда разбился следовавший в Армению авиалайнер, в результате чего погибли 168 человек, находившиеся на борту.",上个月，伊朗一架飞往亚美尼亚的客机坠毁，机上 168 人遇难，这是伊朗多年来最惨烈的一起空难。,先月、イランではアルメニア行きの旅客機が墜落し、乗客168人が死亡するという、ここ数年で最悪の航空事故が発生しました。,ماه گذشته ایران با بدترین فاجعه هوایی سال‌های اخیر روبرو شد، و آن زمانی بود که یک هواپیمای مسافری به مقصد ارمنستان سقوط کرد و منجر به مرگ 168 نفر مسافر آن شد.,"Vào tháng trước, Iran đã chứng kiến thảm họa hàng không khủng khiếp nhất trong nhiều năm qua khi một chiếc máy bay đi Armenia bị rơi, làm 168 người trên máy bay thiệt mạng.",في الشهر الماضي شهدت إيران أسوأ كارثة جوية منذ سنوات عندما تحطمت طائرة متجهة إلى أرمينيا، مما أسفر عن مقتل 168 شخصاً كانوا على متنها.,"지난달 이란에서는 아르메니아로 향하던 항공편이 추락하여 승객 168명이 사망하는, 지난 몇 년간 발생한 항공 사고 중 가장 극심했던 사고가 발생하였습니다.",בחודש שעבר ספגה איראן את האסון האווירי הקשה ביותר מזה שנים כשמטוס שהיה בדרכו לארמניה התרסק וגרם למותם של 168 נוסעיו.,"ગત મહિને, ઇરાને ઘણાં વર્ષે પોતાની સૌથી ખરાબ હવાઈ હોનારત જોઈ, જેમાં અર્મેનિયા જતું એરલાઇનર ધડાકા સાથે તૂટી પડ્યું, જેમાં મુસાફરી કરી રહેલાં 168 પ્રવાસીઓ મૃત્યુ પામ્યા.",İrandan Ermənistana uçan bir təyyarənin qəzaya uğraması və təyyarədəki 168 sərnişinin ölməsi ilə keçən ay İranda uzun illərdən bəri ən pis aviaqəza yaşandı.,"Моҳи гузашта дар Эрон бадтарин фалокати ҳавоӣ дар солҳои охир рух дод, ки ҳавопаймое, ки ба самти Арманистон парвоз мекард, суқут кард ва боиси марги 168 нафар шуд.",گذريل مهيني ايران سالن ۾ پنهنجي بدترين هوائي تباهي ڏٺي جڏهن ارمينيا ويندڙ هڪ هوائي جهاز حادثي ۾ تباه ٿيو، جنهن ۾ 168 سوار مري ويا.,تیره میاشت ایران وويل چي په تيرو کلونو کې يې خپل خورا خراب هوایی ناورین ولیدو کله چي يوه الوتکه چي د ارمينيا په لور روانه وه، راوغورځېده، او 168 کسان پکي سپاره و۔
206,NEWS,"Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.","Avant l'arrivée des troupes, Haïti n'avait pas rencontré de problèmes liés à la maladie depuis les années 1800.",Vor der Ankunft der Truppen waren in Haiti seit den 1800er Jahren keine Probleme im Zusammenhang mit der Krankheit aufgetreten.,"До прибытия войск государство Гаити не сталкивалось с проблемами, касающимися данного заболевания, с начала 19 века.",在军队到来之前，海地自 19 世纪初以来从未遇到过与该疾病有关的问题。,1800年代以来、軍隊が到着するまでハイチはこの病気に関係する問題に遭遇したことはありませんでした。,قبل از رسیدن نیروها، هائیتی از دهه 1800 با مشکلات مربوط به این بیماری روبرو نبود.,"Trước khi quân đội có mặt, Haiti không gặp phải các vấn đề liên quan đến bệnh này từ những năm 1800.",قبل وصول القوات، لم تواجه هايتي مشاكل متعلقة بالمرض منذ القرن التاسع عشر.,"군대가 들어오기 전에, 아이티는 1800년 이래로 질병과 관련된 문제에 처한 적이 없습니다.","לפני הגעת החיילים, האיטי לא נתקלה בבעיות הקשורות למחלה מאז המאה ה-19.","સૈનિકોના આગમન પહેલાં, હૈતીને 1800 ના દાયકાથી રોગ સંબંધિત સમસ્યાઓનો સામનો કરવો પડ્યો ન હતો.","Əsgərlər gəlməzdən əvvəl, Haiti 1880-ci illərdən bəri xəstəlik problemlərinə məruz qalmamışdı.","То омадани қӯшунҳо, Ҳаити аз солҳои 1800 инҷониб бо мушкилии бо бемории мазкур марбутбуда дучор нашуда буд.",فوجين جي اچڻ کان پهرين، هيٽي کي 1800 عيسوي کان ان بيماري سان لاڳاپيل مسئلن جو منهن نہ ڏيڻو پيو هو.,د 1800 پیړۍ راپدیخوا د ځواکونو د راتګ څخه مخکې Haiti ددې مرض اړوند مشکلاتو سره نه مخامخ شوی.
126,NEWS,They all ran back from where the accident had happened.,Ils sont tous revenus en courant de l’endroit où l’accident s’était produit.,Sie alle rannten zurück vom Unfallort.,"Все отбежали от места, в котором произошла авария.",他们都从事故发生的地方跑了回来。,全員が事故現場から逃げ帰りました。,آنها همگی از محلی که حادثه رخ داده بود با دویدن به عقب رفتند.,Tất cả mọi người đều chạy ra từ phía xảy ra tai nạn.,فرّ جميعهم عائدين من حيث وقعت الحادثة.,그들은 모두 사고 현장으로 달려갔다.,כולם רצו הרחק ממקום התרחשות התאונה.,જ્યાં અકસ્માત થયો હતો ત્યાંથી બધાં પાછા ભાગી ગયાં.,Onların hamısı hadisənin olduğu yerdən arxaya doğru qaçdılar.,"Ҳамаи онҳо аз ҷое, ки садама рух додааст, давида омаданд.",جتي حادثو ٿيو هو اتان اهي سڀ واپس ڀڄي ويا.,هغوی ټول له هغه ځایه چې حادثه پکې شوي وه وتښتیدل.
334,NEWS,He is speculated to make a run for president in 2016.,On pense qu'il se présentera à la présidence en 2016.,"Es wird spekuliert, dass er sich 2016 um das Amt des Präsidenten bewerben könnte.","Предполагается, что он будет баллотироваться в президенты в 2016 году.",据推测，他将在 2016 年参加总统竞选。,2016年に大統領選に出馬するのではないかと憶測されています。,پیش‌بینی می‌شود که او در 2016 برای ریاست جمهوری کاندید شود.,Từng có tin đồn ông sẽ tranh cử tổng thống vào năm 2016.,من المرجّح أن يترشّح للرئاسة عام 2016.,그는 2016년에 대통령 선거에 출마할 것으로 추측됩니다.,משערים שהוא יתמודד על הנשיאות ב-2016.,એના 2016 ની ચૂંટણીમાં રાષ્ટ્રપતિ પદ માટે લડવાની સંભાવના છે.,Onun 2016-cı ilin prezident seçkilərində namizədliyini irəli sürəcəyinə dair şayiələr var.,"Интизор меравад, ки вай соли 2016 номзадии худро ба мақоми президент ба овоз мемонад.",هي 2016 ۾ صدر بڻجڻ جو منصوبو ٺاهڻ لاءِ قائل آهي.,هغه لپاره اټکل کیږي چې په کال 2016 کې د ولسمشرۍ لپاره سیالي وکړي۔
